ID,Sex,Age,New customer index,Customer seniority,Primary customer,Customer type,Customer relation,Activity index,Income
1252525,2,25,2,35,1,1,2,2,112332
1252525,1,26,2,35,1,1,2,2,95393
1252524,2,36,2,35,1,1,2,2,73222
1252522,1,23,2,35,1,1,2,2,2
1252487,1,23,2,35,1,1,2,2,121293
1252488,2,26,2,35,1,1,1,1,113581
1252489,1,23,2,35,1,1,1,1,158227
1252492,2,23,2,35,1,1,1,1,2
1252491,2,23,2,35,1,1,2,2,62268
1252492,2,25,2,35,1,1,1,1,77714
1252493,1,23,2,35,1,1,2,2,2
1252494,2,38,2,35,1,1,2,2,42423
1252495,1,23,2,35,1,1,2,1,154127
1252496,2,28,2,35,1,1,1,1,93242
1252497,1,23,2,35,1,1,2,2,46258
1252498,2,24,2,35,1,1,2,2,2
1252499,1,23,2,35,1,1,2,2,132312
1252522,2,24,2,35,1,1,2,2,58682
1252521,2,63,2,35,1,1,1,1,58682
1252523,2,23,2,35,1,1,1,1,2
1252578,2,23,2,35,1,1,2,2,123775
1252526,2,22,2,35,1,1,2,2,59552
1252529,1,24,2,35,1,1,2,2,36372
1252553,1,24,2,35,1,1,1,1,2
1252556,1,23,2,35,1,1,1,1,134772
1252557,1,27,2,35,1,1,2,2,124518
1252562,1,23,2,35,1,1,1,1,59537
1252561,1,23,2,35,1,1,2,2,122146
1252562,2,25,2,35,1,1,2,2,63342
1252565,1,33,2,35,1,1,1,1,54141
1252567,2,22,2,35,1,1,2,2,74689
1252568,1,38,2,35,1,1,2,2,147216
1252569,2,23,2,35,1,1,2,2,99273
1252572,1,23,2,35,1,1,1,1,46146
1252571,1,23,2,35,1,1,1,1,2
1252573,2,45,2,35,1,1,2,2,147216
1252574,1,23,2,35,1,1,1,1,64347
1252575,2,24,2,35,1,1,1,1,151852
1252552,2,23,2,35,1,1,1,1,82756
1252527,1,23,2,35,1,1,2,2,67219
1252551,1,26,2,35,1,1,2,2,111927
1252549,2,29,2,35,1,1,2,2,56624
1252532,2,23,2,35,1,1,2,2,58821
1252531,1,23,2,35,1,1,1,1,2
1252532,2,22,2,35,1,1,2,2,134144
1252533,1,23,2,35,1,1,2,2,2
1252534,2,31,2,35,1,1,2,2,2
1252535,1,23,2,35,1,1,1,2,2
1252536,2,23,2,35,1,1,2,2,37778
1252537,1,23,2,35,1,1,1,1,214329
1252542,1,25,2,35,1,1,2,2,2
1252541,2,23,2,35,1,1,2,2,112228
1252542,2,23,2,35,1,1,1,1,66542
1252543,1,23,2,35,1,1,1,2,73415
1252544,1,25,2,35,1,1,2,2,2
1252547,1,23,2,35,1,1,2,2,189111
1252548,2,27,2,35,1,1,1,1,84366
1252552,1,23,2,35,1,1,1,1,42247
1252713,2,23,2,35,1,1,2,2,182338
1252715,2,22,2,35,1,1,1,1,123915
1252717,2,23,2,35,1,1,2,2,133865
1252873,1,31,2,35,1,1,2,2,2
1252874,1,27,2,35,1,1,1,1,65213
1252875,2,22,2,35,1,1,1,1,2
1252878,2,32,2,35,1,1,1,1,126239
1252879,1,26,2,35,1,1,1,2,72224
1252884,2,29,2,35,1,1,1,2,323723
1252885,1,24,2,35,1,1,2,2,2
1252887,1,26,2,35,1,1,2,2,2
1252888,2,23,2,35,1,1,1,1,243691
1252892,1,26,2,35,1,1,2,2,93298
1252891,1,23,2,35,1,1,2,2,2
1252893,1,23,2,35,1,1,1,1,122242
1252894,1,25,2,35,1,1,1,1,92942
1252896,1,23,2,35,1,1,2,2,72729
1252897,2,22,2,35,1,1,1,1,112788
1252872,2,62,2,35,1,1,1,1,332939
1252898,1,26,2,35,1,1,2,2,57358
1252871,1,23,2,35,1,1,1,1,68473
1252867,2,23,2,35,1,1,2,2,85171
1252841,2,23,2,35,1,1,2,1,99813
1252844,1,23,2,35,1,1,1,1,72728
1252846,2,24,2,35,1,1,1,1,143978
1252847,2,22,2,35,1,1,2,2,2
1252848,1,33,2,35,1,1,2,2,55687
1252851,2,24,2,35,1,1,2,2,43845
1252852,2,26,2,35,1,1,2,2,89387
1252854,2,23,2,35,1,1,2,2,115584
1252855,2,32,2,35,1,1,2,2,81328
1252857,2,23,2,35,1,1,1,1,642168
1252859,1,23,2,35,1,1,1,1,142222
1252861,1,23,2,35,1,1,2,2,2
1252862,1,23,2,35,1,1,1,1,52578
1252864,2,25,2,35,1,1,2,2,129271
1252865,2,23,2,35,1,1,2,2,72578
1252869,2,31,2,35,1,1,1,1,45759
1252838,1,23,2,35,1,1,1,1,92292
1252921,1,31,2,35,1,1,2,2,84512
1252925,2,57,2,35,1,1,2,2,57926
1252927,1,32,2,35,1,1,2,2,195551
1252932,1,36,2,35,1,1,1,1,88562
1252931,1,25,2,35,1,1,1,1,2
1252932,2,26,2,35,1,1,2,2,44222
1252933,1,23,2,35,1,1,2,2,49721
1252934,1,29,2,35,1,1,2,2,2
1252935,2,25,2,35,1,1,2,2,47843
1252936,2,29,2,35,1,1,2,2,31697
1252937,2,32,2,35,1,1,2,2,52424
1252938,2,32,2,35,1,1,2,2,57372
1252939,1,29,2,35,1,1,2,2,2
1252942,1,67,2,35,1,1,2,2,52424
1252941,1,55,2,34,1,1,2,2,57926
1252943,1,32,2,35,1,1,2,2,52424
1252944,2,26,2,35,1,1,2,2,2
1252926,1,23,2,35,1,1,1,1,91258
1252922,1,23,2,35,1,1,1,1,38274
1252925,1,24,2,35,1,1,2,2,2
1252922,1,22,2,35,1,1,2,1,2
1252926,2,25,2,35,1,1,1,1,129751
1252927,1,27,2,35,1,1,2,2,85267
1252928,1,24,2,35,1,1,1,1,85671
1252929,2,26,2,35,1,1,1,1,57926
1252912,2,32,2,35,1,1,2,2,32927
1252911,1,29,2,35,1,1,1,1,52229
1252912,2,33,2,35,1,1,1,1,2
1252913,1,26,2,35,1,1,2,2,2
1252914,1,25,2,35,1,1,1,1,34359
1252915,1,37,2,35,1,1,2,2,122337
1252916,1,32,2,35,1,1,2,2,182522
1252917,1,23,2,35,1,1,2,2,49275
1252919,1,24,2,35,1,1,2,2,152781
1252922,1,25,2,35,1,1,1,1,2
1252921,1,23,2,35,1,1,2,1,72213
1252924,2,26,2,35,1,1,1,1,67355
1252837,1,22,2,35,1,1,2,2,166222
1252836,2,23,2,35,1,1,1,1,2
1252834,2,23,2,35,1,1,2,2,96212
1252748,2,47,2,35,1,1,2,2,59427
1252749,1,22,2,35,1,1,1,1,118859
1252752,1,23,2,35,1,1,1,1,13293
1252751,1,23,2,35,1,1,2,2,61215
1252752,2,22,2,35,1,1,1,1,114761
1252753,2,29,2,35,1,1,2,2,149286
1252754,1,23,2,35,1,1,2,2,2
1252755,2,22,2,35,1,1,2,2,125336
1252756,1,23,2,35,1,1,2,2,67719
1252757,2,22,2,35,1,1,1,1,148871
1252758,2,24,2,35,1,1,2,2,247847
1252759,1,25,2,35,1,1,2,2,35612
1252762,2,23,2,35,1,1,2,2,43262
1252762,1,23,2,35,1,1,1,1,44938
1252764,1,36,2,35,1,1,2,2,31216
1252747,1,23,2,35,1,1,2,1,2
1252766,2,26,2,35,1,1,1,1,2
1252746,1,24,2,35,1,1,2,2,64378
1252743,1,23,2,35,1,1,2,2,59913
1252718,1,23,2,35,1,1,2,2,111896
1252722,1,23,2,35,1,1,1,1,311522
1252722,1,23,2,35,1,1,2,2,81692
1252725,1,23,2,35,1,1,1,1,142954
1252727,1,23,2,35,1,1,2,1,25695
1252728,1,23,2,35,1,1,2,1,2
1252732,1,23,2,35,1,1,2,2,94136
1252734,2,26,2,35,1,1,2,1,39389
1252735,1,22,2,35,1,1,2,2,92462
1252736,1,27,2,35,1,1,2,2,2
1252738,1,23,2,35,1,1,2,1,52457
1252739,1,22,2,35,1,1,2,2,2
1252742,2,23,2,35,1,1,2,2,175781
1252741,2,2,2,2,2,2,2,2,2
1252742,2,25,2,35,1,1,2,2,57684
1252744,1,23,2,35,1,1,1,1,85569
1252768,1,23,2,35,1,1,2,2,43242
1252769,1,23,2,35,1,1,1,1,85274
1252771,2,23,2,35,1,1,1,1,64886
1252826,1,27,2,35,1,1,2,2,142942
1252812,2,23,2,35,1,1,1,1,128396
1252811,1,26,2,35,1,1,1,1,98243
1252813,1,23,2,35,1,1,1,1,122792
1252815,2,23,2,35,1,1,1,1,42882
1252817,2,26,2,35,1,1,2,2,2
1252819,1,24,2,35,1,1,1,1,125115
1252822,2,23,2,35,1,1,2,2,95235
1252822,2,23,2,35,1,1,2,1,92872
1252824,1,24,2,35,1,1,2,2,2
1252825,2,23,2,35,1,1,2,2,72435
1252829,2,24,2,35,1,1,2,2,42779
1252832,2,22,2,35,1,1,1,1,46365
1252832,2,23,2,35,1,1,2,1,97534
1252833,2,23,2,35,1,1,1,1,88352
1252824,2,26,2,35,1,1,1,1,73939
1252823,1,28,2,35,1,1,2,2,37732
1252822,1,23,2,35,1,1,1,1,112522
1252798,1,34,2,35,1,1,2,1,82556
1252773,2,22,2,35,1,1,1,1,281761
1252774,1,23,2,35,1,1,2,2,2
1252775,1,23,2,35,1,1,1,1,42274
1252778,2,26,2,35,1,1,1,1,126947
1252779,1,23,2,35,1,1,1,1,45286
1252781,1,23,2,35,1,1,2,2,69294
1252784,2,23,2,35,1,1,2,2,43947
1252486,2,29,2,35,1,1,2,2,39298
1252786,1,29,2,35,1,1,2,2,116312
1252788,1,27,2,35,1,1,2,2,122857
1252792,2,23,2,35,1,1,2,2,57965
1252791,2,23,2,35,1,1,1,1,127246
1252793,1,23,2,35,1,1,1,1,56271
1252794,2,26,2,35,1,1,2,2,23824
1252796,1,23,2,35,1,1,1,1,56712
1252797,2,22,2,35,1,1,1,2,112466
1252787,2,27,2,35,1,1,2,2,2
1252946,1,31,2,35,1,1,1,1,42882
1252485,1,28,2,35,1,1,2,2,42853
1252481,1,26,2,35,1,1,2,2,58143
1252227,1,25,2,35,1,1,2,2,77299
1252228,1,52,2,35,1,1,2,2,2
1252229,1,24,2,35,1,1,2,2,123242
1252232,2,26,2,35,1,1,1,2,62151
1252231,2,26,2,35,1,1,2,2,88658
1252233,2,23,2,35,1,1,2,2,66288
1252234,2,27,2,35,1,1,2,2,694173
1252235,1,24,2,35,1,1,2,2,2
1252238,1,23,2,35,1,1,2,2,162362
1252239,1,23,2,35,1,1,1,1,92636
1252242,1,22,2,35,1,1,2,2,2
1252242,1,23,2,35,1,1,2,1,192255
1252243,2,32,2,35,1,1,2,2,37229
1252244,2,24,2,35,1,1,2,2,82451
1252245,2,24,2,35,1,1,1,1,79684
1252226,1,27,2,35,1,1,2,2,69293
1252246,1,32,2,35,1,1,2,2,88395
1252225,1,23,2,35,1,1,1,1,142829
1252223,2,23,2,35,1,1,2,2,126756
1252224,1,48,2,35,1,1,2,1,66699
1252227,1,23,2,35,1,1,2,2,2
1252228,1,42,2,35,1,1,2,2,32535
1252229,1,23,2,35,1,1,2,2,122622
1252212,1,23,2,35,1,1,1,1,65459
1252211,1,23,2,35,1,1,1,1,54524
1252213,2,27,2,35,1,1,2,2,136924
1252214,1,26,2,35,1,1,2,1,81259
1252215,1,55,2,35,1,1,2,2,288457
1252216,1,25,2,35,1,1,2,2,45566
1252217,2,23,2,35,1,1,1,1,2
1252218,2,24,2,35,1,1,2,2,38771
1252219,2,26,2,35,1,1,2,2,2
1252222,1,22,2,35,1,1,1,1,86517
1252222,1,23,2,35,1,1,2,2,122747
1252224,1,25,2,35,1,1,1,1,221284
1252222,2,23,2,35,1,1,2,2,77287
1252247,1,22,2,35,1,1,1,1,93639
1252251,1,27,2,35,1,1,2,2,55568
1252275,2,22,2,35,1,1,1,1,189723
1252277,2,42,2,35,1,1,2,2,2
1252278,1,24,2,35,1,1,2,1,116529
1252279,1,24,2,35,1,1,2,2,54232
1252282,1,26,2,35,1,1,2,2,49462
1252284,2,24,2,35,1,1,2,2,2
1252285,2,23,2,35,1,1,2,2,355857
1252287,1,25,2,35,1,1,2,2,82977
1252288,1,37,2,35,1,1,2,2,2
1252289,2,33,2,35,1,1,1,1,67589
1252292,2,23,2,35,1,1,2,2,237593
1252291,2,23,2,35,1,1,2,2,155916
1252292,1,25,2,35,1,1,1,1,2
1252293,1,25,2,35,1,1,1,1,34983
1252294,1,22,2,35,1,1,2,2,21522
1252274,1,23,2,35,1,1,1,1,52766
1252249,2,23,2,35,1,1,2,2,94329
1252273,2,27,2,35,1,1,2,2,247945
1252271,2,23,2,35,1,1,2,2,38239
1252252,2,23,2,35,1,1,2,2,45589
1252253,2,27,2,35,1,1,2,2,442332
1252254,2,22,2,35,1,1,1,1,93292
1252257,2,23,2,35,1,1,2,2,73774
1252258,2,23,2,35,1,1,1,1,2
1252259,2,23,2,35,1,1,1,1,55724
1252261,1,23,2,35,1,1,2,2,32943
1252262,1,25,2,35,1,1,2,2,63283
1252263,2,25,2,35,1,1,1,1,2
1252264,1,22,2,35,1,1,2,2,64478
1252266,1,37,2,35,1,1,1,1,128214
1252267,2,26,2,35,1,1,2,2,129923
1252268,2,24,2,35,1,1,2,2,258143
1252269,1,24,2,35,1,1,2,2,21412
1252272,1,24,2,35,1,1,1,1,2
1252272,1,46,2,35,1,1,2,2,121748
1252295,2,23,2,35,1,1,2,2,2
1252221,2,32,2,35,1,1,2,2,63247
1252199,2,27,2,35,1,1,2,2,159586
1252125,2,23,2,35,1,1,1,1,174367
1252132,1,24,2,35,1,1,2,2,46456
1252132,2,22,2,35,1,1,2,2,133922
1252134,2,36,2,35,1,1,2,2,129175
1252135,1,22,2,35,1,1,2,2,25935
1252137,2,23,2,35,1,1,2,1,2
1252138,2,24,2,35,1,1,2,2,96488
1252141,2,22,2,35,1,1,2,2,52521
1252143,1,24,2,35,1,1,2,2,69381
1252144,1,22,2,35,1,1,1,1,95744
1252146,1,35,2,35,1,1,1,1,371313
1252148,1,23,2,35,1,1,2,2,28325
1252149,1,28,2,35,1,1,2,2,77517
1252152,1,32,2,35,1,1,2,2,52911
1252153,2,23,2,35,1,1,2,2,73162
1252124,1,27,2,35,1,1,2,2,65432
1252154,2,27,2,35,1,1,1,1,2
1252122,1,24,2,35,1,1,2,2,33659
1252116,1,23,2,35,1,1,1,1,517491
1252288,1,22,2,35,1,1,1,1,68996
1252291,1,54,2,35,1,1,1,1,132684
1252294,2,27,2,35,1,1,1,1,33263
1252295,1,23,2,35,1,1,1,1,119315
1252296,2,22,2,35,1,1,1,1,127288
1252298,2,22,2,35,1,1,2,2,131294
1252122,2,45,2,35,1,1,1,1,62171
1252123,2,44,2,35,1,1,1,1,56968
1252124,1,23,2,35,1,1,2,2,112331
1252127,1,22,2,35,1,1,2,2,2
1252129,1,23,2,35,1,1,1,1,135536
1252112,1,27,2,35,1,1,1,1,82233
1252111,1,22,2,35,1,1,2,2,92688
1252113,1,25,2,35,1,1,2,2,216242
1252114,2,22,2,35,1,1,2,1,69131
1252117,2,24,2,35,1,1,1,1,2
1252222,2,25,2,35,1,1,2,2,62447
1252155,2,27,2,35,1,1,1,1,54971
1252157,2,32,2,35,1,1,2,2,68869
1252182,1,23,2,35,1,1,2,2,125221
1252183,1,23,2,35,1,1,2,2,58957
1252184,1,23,2,35,1,1,1,1,194752
1252185,1,32,2,35,1,1,2,2,67434
1252186,1,23,2,35,1,1,2,2,139242
1252188,1,32,2,35,1,1,2,1,186642
1252189,2,32,2,35,1,1,2,2,62542
1252192,1,24,2,35,1,1,2,2,128194
1252191,1,23,2,35,1,1,2,2,52932
1252192,2,23,2,35,1,1,2,1,226924
1252193,2,32,2,35,1,1,2,2,2
1252194,1,23,2,35,1,1,1,1,52778
1252195,1,24,2,35,1,1,1,1,69412
1252197,1,27,2,35,1,1,1,1,44891
1252198,1,23,2,35,1,1,1,1,122986
1252179,1,24,2,35,1,1,1,1,123928
1252156,1,24,2,35,1,1,2,2,58874
1252176,1,27,2,35,1,1,2,2,127635
1252174,2,27,2,35,1,1,2,2,66474
1252158,1,32,2,35,1,1,2,2,212434
1252159,1,24,2,35,1,1,2,2,2
1252162,2,25,2,35,1,1,2,2,47382
1252161,1,24,2,35,1,1,1,1,127646
1252162,1,32,2,35,1,1,2,2,124239
1252163,2,27,2,35,1,1,2,2,187597
1252164,2,23,2,35,1,1,2,2,112332
1252165,2,27,2,35,1,1,2,2,38422
1252166,2,35,2,35,1,1,2,2,138819
1252167,2,31,2,35,1,1,2,2,42732
1252168,1,24,2,35,1,1,2,2,129972
1252169,1,25,2,35,1,1,1,1,237485
1252171,1,29,2,35,1,1,2,2,72541
1252172,1,28,2,35,1,1,2,2,122236
1252173,1,58,2,35,1,1,2,2,2
1252175,1,25,2,35,1,1,2,2,69712
1252296,1,25,2,35,1,1,2,1,69482
1252298,1,23,2,35,1,1,1,1,63249
1252299,1,22,2,35,1,1,1,1,119972
1252417,2,23,2,35,1,1,2,2,126123
1252418,1,23,2,35,1,1,1,1,2
1252419,2,44,2,35,1,1,2,2,2
1252422,1,24,2,35,1,1,2,2,72921
1252421,2,23,2,35,1,1,2,2,364243
1252422,1,23,2,35,1,1,1,1,128522
1252423,1,23,2,35,1,1,1,1,2
1252424,2,25,2,35,1,1,2,1,2
1252425,2,25,2,35,1,1,2,2,365948
1252426,1,25,2,35,1,1,2,2,926882
1252428,1,23,2,35,1,1,1,1,154262
1252432,2,33,2,35,1,1,2,2,65238
1252431,1,23,2,35,1,1,2,2,129381
1252432,1,24,2,35,1,1,2,2,25762
1252433,1,26,2,35,1,1,2,2,34822
1252416,2,23,2,35,1,1,2,2,117134
1252435,1,24,2,35,1,1,2,2,67182
1252415,1,23,2,35,1,1,1,1,73723
1252413,1,32,2,35,1,1,2,2,62332
1252394,1,22,2,35,1,1,2,2,2
1252396,2,24,2,35,1,1,2,2,25211
1252397,2,26,2,35,1,1,2,2,2
1252398,1,22,2,35,1,1,2,2,87385
1252422,1,24,2,35,1,1,2,2,2
1252421,1,23,2,35,1,1,1,1,37896
1252423,1,24,2,35,1,1,2,1,2
1252424,1,23,2,35,1,1,1,1,89161
1252425,2,24,2,35,1,1,2,2,252125
1252426,2,25,2,35,1,1,2,2,62726
1252427,2,24,2,35,1,1,2,2,2
1252428,2,23,2,35,1,1,2,2,115428
1252429,2,32,2,35,1,1,1,1,365728
1252411,1,23,2,35,1,1,1,1,121246
1252412,2,25,2,35,1,1,2,2,27325
1252414,1,52,2,35,1,1,2,2,76899
1252392,1,22,2,35,1,1,2,2,112375
1252436,1,37,2,35,1,1,2,2,271392
1252438,2,25,2,35,1,1,2,1,2
1252462,1,26,2,35,1,1,2,2,2
1252463,1,23,2,35,1,1,1,1,42418
1252464,1,24,2,35,1,1,1,1,47111
1252465,1,23,2,35,1,1,2,2,58182
1252466,1,23,2,35,1,1,1,1,2
1252467,1,23,2,35,1,1,2,1,49839
1252468,1,24,2,35,1,1,1,1,121985
1252469,2,23,2,35,1,1,1,1,2
1252472,1,23,2,35,1,1,2,2,86394
1252473,1,24,2,35,1,1,2,2,57865
1252474,2,23,2,35,1,1,2,2,41442
1252475,2,23,2,35,1,1,2,2,199652
1252476,2,24,2,35,1,1,2,2,36725
1252477,2,23,2,34,99,1,1,2,2
1252478,1,29,2,35,1,1,2,1,49859
1252461,2,28,2,35,1,1,1,1,2
1252437,1,32,2,35,1,1,2,2,45252
1252462,2,26,2,35,1,1,2,2,29389
1252458,2,27,2,35,1,1,2,2,2
1252439,1,32,2,35,1,1,2,2,326483
1252441,2,23,2,35,1,1,1,1,2
1252443,2,32,2,35,1,1,2,2,59262
1252444,2,32,2,35,1,1,2,2,127388
1252445,1,23,2,35,1,1,2,2,55615
1252446,2,23,2,35,1,1,1,1,51474
1252447,1,26,2,35,1,1,2,2,74429
1252449,1,36,2,35,1,1,2,2,136573
1252452,1,42,2,35,1,1,2,2,134373
1252451,2,23,2,35,1,1,2,2,41432
1252452,2,24,2,35,1,1,2,2,2
1252453,2,23,2,35,1,1,2,2,2
1252454,1,23,2,35,1,1,2,2,129423
1252455,1,57,2,35,1,1,1,1,128422
1252457,1,38,2,35,1,1,2,2,133243
1252459,1,25,2,35,1,1,2,2,45681
1252391,1,23,2,35,1,1,2,2,64317
1252392,1,24,2,35,1,1,1,1,242116
1252389,2,35,2,35,1,1,1,2,162539
1252324,1,23,2,35,1,1,2,2,66428
1252325,1,25,2,35,1,1,2,2,75229
1252326,1,23,2,35,1,1,1,1,61998
1252327,1,34,2,35,1,1,1,1,311891
1252328,1,22,2,35,1,1,1,1,62874
1252332,1,26,2,35,1,1,2,1,123577
1252332,1,23,2,35,1,1,2,2,172272
1252333,2,32,2,35,1,1,2,2,115712
1252334,2,22,2,35,1,1,1,1,55264
1252336,1,23,2,35,1,1,2,1,66579
1252337,1,31,2,35,1,1,1,1,24625
1252338,1,23,2,35,1,1,2,2,2
1252342,2,23,2,35,1,1,1,1,76289
1252341,1,23,2,35,1,1,2,2,53998
1252342,2,23,2,35,1,1,1,1,39263
1252322,1,23,2,35,1,1,2,2,128622
1252343,1,32,2,35,1,1,2,2,2
1252321,2,23,2,35,1,1,2,2,2
1252318,1,24,2,35,1,1,2,2,29633
1252321,2,23,2,35,1,1,1,2,191768
1252322,1,23,2,35,1,1,1,2,36745
1252323,1,24,2,35,1,1,1,2,82142
1252324,1,26,2,35,1,1,2,2,63817
1252325,1,24,2,35,1,1,2,2,47332
1252326,1,23,2,35,1,1,2,2,138497
1252327,2,26,2,35,1,1,2,2,58255
1252328,1,33,2,35,1,1,1,1,159611
1252329,1,23,2,35,1,1,2,2,2
1252312,1,25,2,35,1,1,2,2,54717
1252311,2,23,2,35,1,1,1,1,129782
1252312,1,22,2,35,1,1,1,1,2
1252315,1,23,2,35,1,1,2,2,51565
1252316,1,24,2,35,1,1,2,2,55875
1252317,2,25,2,35,1,1,2,2,2
1252319,2,22,2,35,1,1,1,1,66669
1252344,1,24,2,35,1,1,2,1,2
1252345,2,23,2,35,1,1,2,2,66798
1252346,2,24,2,35,1,1,2,2,2
1252373,2,28,2,35,1,1,2,2,64357
1252374,1,23,2,35,1,1,1,1,58151
1252375,1,23,2,35,1,1,2,2,84985
1252376,1,24,2,35,1,1,2,2,2
1252377,2,25,2,35,1,1,2,1,126182
1252378,1,23,2,35,1,1,2,1,39557
1252379,1,23,2,35,1,1,1,1,78525
1252382,2,24,2,35,1,1,2,2,374742
1252381,2,27,2,35,1,1,1,1,89225
1252383,1,31,2,35,1,1,2,2,42267
1252384,1,32,2,35,1,1,1,1,67346
1252385,1,24,2,35,1,1,2,2,2
1252386,1,23,2,35,1,1,2,2,329916
1252387,1,26,2,35,1,1,2,2,44856
1252388,2,23,2,35,1,1,1,1,58534
1252372,2,23,2,35,1,1,2,1,86452
1252372,1,22,2,35,1,1,2,2,31227
1252368,2,22,2,35,1,1,1,1,232783
1252367,2,26,2,35,1,1,2,2,59781
1252347,2,28,2,35,1,1,2,2,99271
1252348,1,22,2,35,1,1,2,2,156591
1252352,2,23,2,35,1,1,1,1,376946
1252351,1,23,2,35,1,1,2,2,2
1252352,1,22,2,35,1,1,2,2,92889
1252355,2,23,2,35,1,1,1,1,55838
1252356,1,26,2,35,1,1,2,1,117751
1252482,2,24,2,35,1,1,1,1,2
1252357,1,24,2,35,1,1,2,2,232417
1252359,1,25,2,35,1,1,2,2,83893
1252362,1,84,2,35,1,1,1,1,113432
1252362,1,23,2,35,1,1,2,2,91694
1252363,2,32,2,35,1,1,2,2,38141
1252364,2,23,2,35,1,1,2,2,82772
1252365,1,26,2,35,1,1,1,1,69381
1252366,1,23,2,35,1,1,2,1,2
1252358,2,31,2,35,1,1,1,1,72641
1252947,2,23,2,35,1,1,1,1,99717
